nome,eps
Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,Movie (1 eps)
Digimon Tamers: Boukensha-tachi no Tatakai,Movie (1 eps)
Doraemon: Kaette Kita Doraemon (Movie),Movie (1 eps)
Fukumenkei Noise,TV (12 eps)
Gunslinger Girl: Il Teatrino OVA,OVA (2 eps)
High School DxD Hero: Taiikukan-ura no Holy,TV Special (1 eps)
Hyper Police,TV (25 eps)
Kachou Ouji,TV (13 eps)
Kagaku Ninja-tai Gatchaman,TV (105 eps)
Keppeki Danshi! Aoyama-kun,TV (12 eps)
Kiddy Grade: Ignition,Movie (1 eps)
Kinnikuman II Sei: Ultimate Muscle,TV (13 eps)
Kinnikuman: Kanpeki Chоujin Shiso-hen Season 2,TV (? eps)
Kuutei Dragons,TV (12 eps)
Leadale no Daichi nite,TV (12 eps)
Love Live! School Idol Project Recap,Special (1 eps)
Masuda Kousuke Gekijou: Gag Manga Biyori +,TV (12 eps)
Nanatsu no Taizai: Seisen no Shirushi,TV (4 eps)
Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,Movie (1 eps)
Ninja Senshi Tobikage,TV (43 eps)
One Piece: Mezase! Kaizoku Yakyuu Ou,Movie (1 eps)
Onegai! Samia Don,TV (39 eps)
"Ore, Tsushima",TV (12 eps)
Pokemon Sun & Moon,TV (146 eps)
Rinne no Lagrange Season 2,TV (12 eps)
Sakura Trick,TV (12 eps)
"Kono Danshi, Mahou ga Oshigoto desu.",TV (4 eps)
Koukyoushihen Eureka Seven: Kinkyuu Tokuban Navigation ray=out,TV Special (1 eps)
Kyuuketsuhime Miyu,OVA (4 eps)
Lengxue Kuang Yan,ONA (1 eps)
Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Encore Animation,Special (1 eps)
Macross 7 Encore,OVA (3 eps)
Mahou Shoujo Ikusei Keikaku,TV (12 eps)
Maison Ikkoku: Shiki Utsuriyuku Kisetsu no Naka de,OVA (1 eps)
Maria†Holic Alive,TV (12 eps)
Mitsume ga Tooru,TV (48 eps)
Nagagutsu wo Haita Neko,Movie (1 eps)
Onegai My Melody Sukkiri♪,TV (52 eps)
Otogi Juushi Akazukin,TV (39 eps)
Overlord: Ple Ple Pleiades - Nazarick Saidai no Kiki,OVA (1 eps)
Petit Seka,ONA (10 eps)
Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,OVA (1 eps)
Renkin San-kyuu Magical? Pokaan,TV (12 eps)
Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,TV (12 eps)
Ryuusei no Rockman Tribe,TV (21 eps)
Shin Koihime†Musou: Otome Tairan,TV (12 eps)
Strike the Blood IV,OVA (12 eps)
Uchi Tama?! Uchi no Tama Shirimasen ka?,TV (11 eps)
UniteUp! Uni:Birth,TV (12 eps)
Watashi ga Motete Dousunda,TV (12 eps)
Yu☆Gi☆Oh! 5D's: Shinkasuru Kettou! Stardust vs. Red Demon's,Special (1 eps)
.hack//Sign,TV (26 eps)
Ai Shoujo Pollyanna Story,TV (51 eps)
Air Master,TV (27 eps)
Anne Happy♪,TV (12 eps)
Appleseed Alpha,Movie (1 eps)
Arifureta Shokugyou de Sekai Saikyou: Arifureta Yorimichi de Sekai Saikyou,Special (1 eps)
Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,Special (6 eps)
Bakeneko Anzu-chan,Movie (1 eps)
Buddy Complex: Daremo Shiranai Ashita e,ONA (1 eps)
Crayon Shin-chan Movie 03: Unkokusai no Yabou,Movie (1 eps)
Ensemble Stars!,TV (24 eps)
Friends: Mononoke Shima no Naki,Movie (1 eps)
Gegege no Kitarou (2007),TV (100 eps)
Go! Saitama,ONA (1 eps)
Hakumei no Tsubasa: Expansion - Hoshi no Matsuri,ONA (1 eps)
Huyao Xiao Hongniang: Wei Sheng,ONA (10 eps)
86 Special Edition: Senya ni Akaku Hinageshi no Saku,TV Special (1 eps)
A-Channel,TV (12 eps)
Aki no Kanade,Movie (1 eps)
Biohazard: Degeneration,Movie (1 eps)
Bouken Ou Beet,TV (52 eps)
Chobits Recap,Special (1 eps)
Chuunibyou demo Koi ga Shitai! Movie: Take On Me Mini-Drama - Koukai Chokuzen no... Kaiko Gekijou,ONA (24 eps)
D.C.S.S: Da Capo Second Season,TV (26 eps)
Danganronpa 3: Monokuma Gekijou,Special (3 eps)
Devil May Cry,TV (12 eps)
Devils Line: Anytime Anywhere,OVA (1 eps)
Furusato Saisei: Nippon no Mukashibanashi,TV (258 eps)
Inazuma Eleven Go vs. Danball Senki W Movie,Movie (1 eps)
Jintian Kaishi Zuo Mingxing,ONA (13 eps)
"Kanojo, Okarishimasu",TV (12 eps)
Kawaii dake ja Nai Shikimori-san,TV (12 eps)
Kidou Senshi Z Gundam II: Koibito-tachi,Movie (1 eps)
Lupin III: Lupin wa Ima mo Moete Iru ka?,OVA (1 eps)
Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,TV Special (1 eps)
Mahoromatic 2 End Year Special,Special (1 eps)
Mai-Otome Specials,Special (9 eps)
Mashin Eiyuuden Wataru,TV (45 eps)
Meitantei Conan vs. Kaitou Kid,Movie (1 eps)
Monochrome Factor,TV (24 eps)
Monster Musume no Iru Nichijou,TV (12 eps)
Munto: Toki no Kabe wo Koete,OVA (1 eps)
Mushrambo,TV (32 eps)
Negima!?,TV (26 eps)
Ore no Imouto ga Konnani Kawaii Wake ga Nai,TV (12 eps)
Orenchi no Furo Jijou,TV (13 eps)
Overman King Gainer,TV (26 eps)
Pokemon Diamond & Pearl Specials,TV Special (2 eps)
Qin Shi Mingyue: Tian Xing Jiu Ge,ONA (60 eps)
Release the Spyce,TV (12 eps)
Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,OVA (1 eps)
Seto no Hanayome Fan Disc,Special (2 eps)
Shaonian Ge Xing: Feng Hua Xue Yue Pian Special,ONA (1 eps)
Shin Hokuto no Ken,OVA (3 eps)
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",TV (13 eps)
Shinpi no Sekai El-Hazard (TV),TV (26 eps)
Shoujo☆Kageki Revue Starlight Specials,Special (3 eps)
Sonic★the★Hedgehog,OVA (2 eps)
Starmyu in Halloween,OVA (1 eps)
Starship Operators,TV (13 eps)
Strike Witches,TV (12 eps)
Tantei Opera Milky Holmes: Summer Special,TV Special (1 eps)
The iDOLM@STER Million Live!,TV (12 eps)
Tiger Mask W,TV (38 eps)
Toku: Touken Ranbu - Hanamaru - Setsugetsuka,Movie (3 eps)
Tsukuyomi: Moon Phase,TV (25 eps)
Uchuu Kaizoku Captain Herlock: Arcadia-gou no Nazo,Movie (1 eps)
Umisea,ONA (4 eps)
Vanitas no Karte: En Route Pour le Gévaudan,TV Special (1 eps)
Wangu Kuang Di,ONA (20 eps)
World Destruction: Sekai Bokumetsu no Rokunin,TV (13 eps)
Yuusha Shirei Dagwon,TV (48 eps)
Shy 2nd Season,TV (12 eps)
Spy x Family Movie: Code: White Manner Movie,Movie (1 eps)
Strike the Blood: Kieta Seisou-hen,OVA (1 eps)
Sword Art Online: Alicization - War of Underworld Recap,TV Special (1 eps)
T.P BON,ONA (12 eps)
Thermae Romae,TV Special (3 eps)
UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,TV (12 eps)
UFO Princess Valkyrie 3: Seiresetsu no Hanayome,OVA (6 eps)
VS Knight Lamune & 40 Fire,TV (26 eps)
Wan Jie Shen Zhu 2nd Season,ONA (48 eps)
Wuxian Shijie,ONA (16 eps)
Xiao Lu He Xiao Lan 2nd Season,ONA (12 eps)
"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",TV (13 eps)
"Zone of the Enders: Dolores, I",TV (26 eps)
Batman: Gotham Knight,OVA (6 eps)
Belle to Kaijuu Ouji,Movie (1 eps)
Code Geass: Hangyaku no Lelouch Picture Drama,Special (9 eps)
Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,Movie (1 eps)
Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan,Movie (1 eps)
Crayon Shin-chan Movie 27: Shinkon Ryokou Hurricane - Ushinawareta Hiroshi,Movie (1 eps)
Dai Mahou Touge,OVA (4 eps)
Fantastic Children: Befort no Kodomo-tachi no Sonogo,Special (1 eps)
Galaxy Angel Music Collection: Shouen to Shien no Cassoulet,OVA (1 eps)
Guilty Crown: 4-koma Gekijou,Special (11 eps)
Healin' Good♡Precure,TV (45 eps)
Hoshi no Kirby,TV (100 eps)
Hua Jianghu: Bu Liang Ren IV,ONA (13 eps)
Kaibutsu Oujo: Konsui Oujo,Special (1 eps)
KimiKiss Pure Rouge: Love Fighter,Special (1 eps)
Kinnikuman II Sei,TV (51 eps)
Kyokou Suiri,TV (12 eps)
Ling Jian Zun,ONA (30 eps)
Mahou Sensei Negima!,TV (26 eps)
Meitantei Conan: Keisatsu Gakkou-hen Wild Police Story - Case. Furuya Rei,Special (1 eps)
Metal Fight Beyblade,TV (51 eps)
Murenase! Seton Gakuen,TV (12 eps)
Nanbaka: Shusseki Bangou no Tsuita Baka-tachi!,Special (1 eps)
Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panic Dattebayo!,Movie (1 eps)
Nekopara OVA,OVA (1 eps)
Peach Girl,TV (25 eps)
Persona 5 the Animation Specials,Special (2 eps)
Pita Ten,TV (26 eps)
Project ARMS,TV (26 eps)
Pygmalio,TV (39 eps)
ReLIFE: Kanketsu-hen Specials,Special (2 eps)
Keijo!!!!!!!!,TV (12 eps)
Lost Song,TV (12 eps)
Lupin III: Lupin Ansatsu Shirei,TV Special (1 eps)
Mahou no Princess Minky Momo,TV (63 eps)
Mazinger Z Movie: Infinity,Movie (1 eps)
Mewkledreamy Mix!,TV (50 eps)
Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,TV (12 eps)
Namiuchigiwa no Muromi-san,TV (13 eps)
Nurse Angel Ririka SOS,TV (35 eps)
"Ore wa Subete wo ""Parry"" suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai",TV (12 eps)
Oroka na Tenshi wa Akuma to Odoru,TV (12 eps)
Otogizoushi,TV (26 eps)
Pokemon Movie 04: Celebi Toki wo Koeta Deai,Movie (1 eps)
Precure Super Stars! Movie,Movie (1 eps)
Rocket Girls,TV (12 eps)
Rockman.EXE,TV (56 eps)
Sekai Meisaku Douwa: Hakuchou no Mizuumi,Movie (1 eps)
Senki Zesshou Symphogear XV: Senki Zesshou Shinai Symphogear,Special (4 eps)
Servamp Specials,Special (4 eps)
Shi Yi Chang An: Mingyue Jishi You,ONA (12 eps)
"Shikabane Hime: Kuro – Soredemo, Hito to Shite",Special (1 eps)
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",TV (12 eps)
Super Fishing Grander Musashi,TV (25 eps)
T.P BON Season 2,ONA (12 eps)
Tezuka Osamu no Buddha: Owarinaki Tabi,Movie (1 eps)
Tsuyoshi Shikkari Shinasai,TV (112 eps)
UQ Holder! Mahou Sensei Negima! 2,TV (12 eps)
Urayasu Tekkin Kazoku,TV (32 eps)
Urusei Yatsura Movie 3: Remember My Love,Movie (1 eps)
Wan Jie Shen Zhu,ONA (60 eps)
Yu☆Gi☆Oh! Zexal Second,TV (73 eps)
Zero no Tsukaima: Princesses no Rondo Picture Drama,Special (7 eps)
Ace wo Nerae! (1979),Movie (1 eps)
Aldnoah.Zero Part 2,TV (12 eps)
Anhe Zhuan,ONA (12 eps)
Animation Seisaku Shinkou Kuromi-chan 2,OVA (1 eps)
Bomberman Jetters,TV (52 eps)
Campione! Matsurowanu Kamigami to Kamigoroshi no Maou,TV (13 eps)
Chibi☆Devi!,TV (75 eps)
Chimimo,TV (12 eps)
Deadman Wonderland: Akai Knife Tsukai,OVA (1 eps)
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA,OVA (1 eps)
Fractale,TV (11 eps)
Gate Keepers,TV (24 eps)
gdgd Fairies 2,TV (12 eps)
Gokujou Seitokai,TV (26 eps)
16bit Sensation: Another Layer,TV (13 eps)
3x3 Eyes: Seima Densetsu,OVA (3 eps)
"91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita",Special (1 eps)
Ai Yori Aoshi: Enishi - Miyuki,Special (1 eps)
Animation Seisaku Shinkou Kuromi-chan,OVA (1 eps)
Aoki Ryuusei SPT Layzner,TV (38 eps)
Blade Runner: Black Out 2022,ONA (1 eps)
Brotherhood: Final Fantasy XV,ONA (5 eps)
Days OVA,OVA (2 eps)
Endro~!,TV (12 eps)
Girls & Panzer: Kore ga Hontou no Anzio-sen desu! - Fushou Akiyama Yukari no Sensha Kouza,Special (1 eps)
Glass no Kamen: Sen no Kamen wo Motsu Shoujo,OVA (3 eps)
Gravitation,TV (13 eps)
Hashire Melos (Movie),Movie (1 eps)
Hellsing: Psalm of the Darkness,Special (1 eps)
Hua Jianghu: Bu Liang Ren V,ONA (12 eps)
IDOLiSH7 Special Program: Kimi to Furikaeranai to!,TV Special (1 eps)
"Iriya no Sora, UFO no Natsu",OVA (6 eps)
Iron Kid,TV (26 eps)
Kami no Tou: Koubou-sen,TV (13 eps)
Keroro,TV (23 eps)
Kinoko Inu,TV (12 eps)
Koisuru Tenshi Angelique: Kagayaki no Ashita,TV (12 eps)
Koroshi Ai,TV (12 eps)
Kyousou Giga,ONA (1 eps)
Lupin III: Seven Days Rhapsody,Special (1 eps)
Macademi Wasshoi!,TV (12 eps)
Magic Tree House,Movie (1 eps)
Night Walker: Mayonaka no Tantei,TV (12 eps)
Oda Nobuna no Yabou Recap,Special (1 eps)
One Piece 3D: Mugiwara Chase,Movie (1 eps)
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,TV (13 eps)
Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi,Movie (1 eps)
Porphy no Nagai Tabi,TV (52 eps)
Prince of Stride: Alternative,TV (12 eps)
Princess Principal: Crown Handler Movie 1 - Busy Easy Money,Special (1 eps)
Shaman King (2021),TV (52 eps)
Shinmai Maou no Testament Departures,OVA (1 eps)
Shinmai Maou no Testament: Toujou Basara no Hard Sweet na Nichijou,OVA (1 eps)
Sola Specials,Special (2 eps)
Sword Art Online: Alicization - War of Underworld Reflection,TV Special (1 eps)
Tantei Opera Milky Holmes,TV (12 eps)
Toaru Majutsu no Index-tan,Special (2 eps)
Uchi no Kaisha no Chiisai Senpai no Hanashi,TV (12 eps)
Vinland Saga Season 2: Same Old Story,ONA (1 eps)
Wakaba*Girl: Onsen Tsukaritai,Special (1 eps)
Xi Xing Ji: Zaijian Wu Kong,ONA (1 eps)
YAT Anshin! Uchuu Ryokou 2,TV (25 eps)
Zhen Wu Dianfeng 3rd Season,ONA (104 eps)
Seihou Bukyou Outlaw Star Pilot,Special (1 eps)
Shinkon Gattai Godannar!! 2nd Season,TV (13 eps)
Strike the Blood Final,OVA (4 eps)
Tokusou Senshatai Dominion,OVA (6 eps)
Tribe Cool Crew,TV (50 eps)
Tsukiuta. The Animation,TV (13 eps)
Under Ninja,TV (12 eps)
Vexille: 2077 Nihon Sakoku,Movie (1 eps)
Vivy: Fluorite Eye's Song Pilot,ONA (1 eps)
Yingxiong Zai Lin,ONA (12 eps)
Yumekui Merry,TV (13 eps)
Buki yo Saraba,Movie (1 eps)
Cat Shit One,ONA (1 eps)
Choujigen Game Neptune The Animation,TV (12 eps)
Chuubyou Gekihatsu Boy: Otoko ni Umareta Shukumei Dakara,Special (1 eps)
Croket!,TV (104 eps)
Doraemon Movie 18: Nobita no Nejimaki City Boukenki,Movie (1 eps)
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,Movie (1 eps)
Free! Take Your Marks: Character Butai Aisatsu,Movie (4 eps)
Grisaia no Kajitsu Specials,Special (6 eps)
Grisaia: Phantom Trigger The Animation,Movie (2 eps)
Grisaia: Phantom Trigger The Animation - Stargazer,Movie (1 eps)
Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman,Movie (1 eps)
Heat Guy J: Toriko - Angel,Special (1 eps)
Himitsu no Hana no Niwa,ONA (1 eps)
Idol Densetsu Eriko,TV (51 eps)
Inazuma Eleven: Orion no Kokuin,TV (49 eps)
"Jashin-chan Dropkick ""Seikimatsu-hen""",TV Special (1 eps)
Jian Yu Feng Yun,ONA (40 eps)
Kabukichou Sherlock,TV (24 eps)
Kimi ga Nozomu Eien: Next Season,OVA (4 eps)
Kurogane no Linebarrels,TV (24 eps)
Love Live! Sunshine!! Recap,TV Special (1 eps)
Lupin III: Prison of the Past,TV Special (1 eps)
Macross 7 Movie: Ginga ga Ore wo Yondeiru!,Movie (1 eps)
Magical★Taruruuto-kun,TV (87 eps)
Mahoromatic End Year Special,TV Special (1 eps)
Mahou no Princess Minky Momo: Yume wo Dakishimete,TV (62 eps)
Mask Danshi wa Koishitakunai noni,OVA (1 eps)
Mudazumo Naki Kaikaku: The Legend of Koizumi,OVA (3 eps)
Mukamuka Paradise,TV (51 eps)
Nekomonogatari: Kuro Recap,Special (1 eps)
Noblesse,TV (13 eps)
Occultic;Nine,TV (12 eps)
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,TV (13 eps)
Pandane to Tamago-hime,Movie (1 eps)
Persona 5 the Animation TV Specials,TV Special (2 eps)
Pokemon Side Stories,TV (16 eps)
Precure All Stars GoGo Dream Live!,Special (1 eps)
Punch Line,TV (12 eps)
Samurai Deeper Kyou,TV (26 eps)
Kami nomi zo Shiru Sekai: Flag 0,OVA (1 eps)
Kawa no Hikari,TV Special (1 eps)
Kero 0: Shuppatsu da yo! Zenin Shuugou!,Special (1 eps)
Kiteretsu Daihyakka,TV (331 eps)
Koisuru Asteroid,TV (12 eps)
Koutetsushin Jeeg,TV (13 eps)
Kyoukai no Kanata: Mini Gekijou,Special (7 eps)
Kyoukai no Rinne,TV (25 eps)
Lupin III: Twilight Gemini no Himitsu,TV Special (1 eps)
Massara,ONA (1 eps)
Miyori no Mori,TV Special (1 eps)
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,Movie (1 eps)
Nerawareta Gakuen,Movie (1 eps)
Promare: Galo-hen,ONA (1 eps)
Qin Shi Mingyue: Zhu Zi Bai Jia,TV (34 eps)
Rinne no Lagrange,TV (12 eps)
Rosario to Vampire Capu2,TV (13 eps)
Samurai Flamenco,TV (22 eps)
Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear,Special (2 eps)
Shika no Ou: Yuna to Yakusoku no Tabi,Movie (1 eps)
Shin Maple Town Monogatari: Palm Town-hen,TV (50 eps)
Shinigami no Ballad.,TV (6 eps)
Soukou Kihei Votoms: Kakuyaku taru Itan,OVA (5 eps)
Ta Bu Dang Nuzhu Hen Duo Nian,ONA (16 eps)
Wakaba*Girl,TV (13 eps)
Wo Shi Da Shenxian,ONA (16 eps)
Wu Geng Ji 4th Season Part 2,ONA (18 eps)
Xiaoke de Huatu Xie Hua,ONA (12 eps)
Yishi Zhi Zun,ONA (16 eps)
Yume ga Sameru made,ONA (1 eps)
"A-Rank Party wo Ridatsu shita Ore wa, Moto Oshiego-tachi to Meikyuu Shinbu wo Mezasu.",TV (24 eps)
Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,TV (48 eps)
Agatha Christie no Meitantei Poirot to Marple,TV (39 eps)
Anima Yell!,TV (12 eps)
Arete Hime,Movie (1 eps)
Arslan Senki,OVA (6 eps)
Asura Cryin',TV (13 eps)
Cello Hiki no Gauche (1982),Movie (1 eps)
Crusher Joe,Movie (1 eps)
Doraemon Meets Hattori the Ninja,Special (1 eps)
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II: Past & Future,TV Special (1 eps)
Fate/Grand Order: Zettai Majuu Sensen Babylonia Recaps,TV Special (3 eps)
Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,Special (5 eps)
Fei Ren Zai Part 4,ONA (12 eps)
Futsuu no Joshikousei ga [Locodol] Yattemita.,TV (12 eps)
"Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.",Special (1 eps)
Gravitation: Lyrics of Love,OVA (2 eps)
Guilty Crown: Lost Christmas - An Episode of Port Town,OVA (1 eps)
Hajimete no Eigo: Nippon Mukashibanashi,OVA (18 eps)
Hana no Ko Lunlun,TV (50 eps)
Harmony,Movie (1 eps)
Heisei Inu Monogatari Bow,TV (40 eps)
Houkago no Oujisama,Special (5 eps)
It's a Rumic World: 50th Anniversary Weekly★Shonen Sunday,Special (1 eps)
A-Channel: Nabe wo Tabeyou,Special (1 eps)
Andersen Douwa: Ningyohime,Movie (1 eps)
Battle Programmer Shirase,TV (15 eps)
Blassreiter,TV (24 eps)
Blood: The Last Vampire,Movie (1 eps)
Busou Shoujo Machiavellianism,TV (12 eps)
Daomu Biji Zhi Qinling Shen Shu,ONA (12 eps)
Eguo,Movie (1 eps)
Galaxy Angel S,OVA (1 eps)
Gensoumaden Saiyuuki: Kibou no Zaika,OVA (1 eps)
Hi no Tori: Uchuu-hen,OVA (1 eps)
Honey Lemon Soda,TV (12 eps)
Ikebukuro West Gate Park,TV (12 eps)
Kakkou no Iinazuke,TV (24 eps)
Karneval Specials,Special (11 eps)
Kill Me Baby,TV (13 eps)
Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi,Special (1 eps)
Koukou Tekken-den Tough,OVA (3 eps)
Love Live! School Idol Project OVA,OVA (1 eps)
Lupin III: Harimao no Zaihou wo Oe!!,TV Special (1 eps)
Lupin III: The Last Job,TV Special (1 eps)
Mai-HiME Specials,Special (27 eps)
Meitantei Conan: Shakunetsu no Ginga Tetsudou,Movie (1 eps)
Montana Jones,TV (52 eps)
Mushikaburi-hime,TV (12 eps)
Nakanohito Genome [Jikkyouchuu],TV (12 eps)
Ninin ga Shinobuden,TV (12 eps)
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... OVA,OVA (1 eps)
Pokemon Movie 13: Genei no Hasha Zoroark,Movie (1 eps)
Radiant,TV (21 eps)
s.CRY.ed Alteration I: Tao,Movie (1 eps)
Saihate no Paladin,TV (12 eps)
Saint Seiya: Kamigami no Atsuki Tatakai,Movie (1 eps)
Seirei Gensouki 2,TV (12 eps)
Servamp,TV (12 eps)
Shiyakusho,ONA (1 eps)
Sora no Method: Aru Shoujo no Kyuujitsu★,Special (1 eps)
Toaru Majutsu no Index-tan II,Special (2 eps)
Uchuu Senkan Yamato: Kanketsu-hen,Movie (1 eps)
Uta no☆Prince-sama♪ Maji Love ST☆RISH Tours: Tabi no Hajimari,TV Special (1 eps)
Uta∽Kata: Shotou no Futanatsu,Special (1 eps)
Versailles no Bara: Seimei Aru Kagiri Aishite,Movie (1 eps)
Yama no Susume Second Season Specials,Special (2 eps)
Yesterday wo Utatte,TV (12 eps)
Yu☆Gi☆Oh! (Movie),Movie (1 eps)
Shin Tenchi Muyou!,TV (26 eps)
Soukou Kihei Votoms: Koei Futatabi,OVA (1 eps)
Soukyuu no Fafner: Dead Aggressor - Behind the Line,Movie (1 eps)
Soul Eater: Late Night Show,Special (51 eps)
Starmyu,TV (12 eps)
Sumomomo Momomo: Chijou Saikyou no Yome Specials,Special (2 eps)
Tenjou Tenge,TV (24 eps)
Tennis no Oujisama: Mini Theater,Special (3 eps)
Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,TV (12 eps)
Uchi no Maid ga Uzasugiru!: Uchi no Maid wa Yappari Mou Honto Uzainda naa...,Special (1 eps)
Usavich,TV (13 eps)
Vandread: Gekitou-hen,OVA (1 eps)
Xi Xing Ji: Suming Pian,ONA (20 eps)
Yomigaeru Sora: Rescue Wings - Saigo no Shigoto,Special (1 eps)
Zettai Shounen,TV (26 eps)
3D Kanojo: Real Girl,TV (12 eps)
Amatsuki,TV (13 eps)
Bakusou Kyoudai Let's & Go,TV (51 eps)
Battle Athletess Daiundoukai (TV),TV (26 eps)
Cardfight!! Vanguard: will+Dress,TV (13 eps)
Corrector Yui,TV (52 eps)
Delicious Party♡Precure,TV (45 eps)
Denpa Kyoushi,TV (24 eps)
Dokidoki! Precure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress,Movie (1 eps)
Free! Movie 1: Timeless Medley - Kizuna - Character Butai Aisatsu,Movie (4 eps)
Ganbare! Kickers,TV (23 eps)
Generator Gawl,TV (12 eps)
Genjitsu no Yohane: Sunshine in the Mirror,TV (13 eps)
Girigiri Warukunai Watame,ONA (? eps)
Godzilla vs. Gigan Rex,ONA (1 eps)
Hells,Movie (1 eps)
Hetalia World★Stars,ONA (12 eps)
Hibike! Euphonium: Suisougaku-bu no Nichijou,Special (7 eps)
Hinata no Aoshigure,Movie (1 eps)
Hotori: Tada Saiwai wo Koinegau,TV Special (1 eps)
Ibara no Ou,Movie (1 eps)
"Inari, Konkon, Koi Iroha. Inari, Konkon, Semishigure.",OVA (1 eps)
Itsuka Tenma no Kuro Usagi: Kokoro Utsuri no Toukoubi - School Attendance Day,OVA (1 eps)
Kamisama no Inai Nichiyoubi: Kioku,Special (1 eps)
Katte ni Kaizou,OVA (6 eps)
Key the Metal Idol,OVA (15 eps)
King of Prism: Pride the Hero,Movie (1 eps)
Koe de Oshigoto! The Animation,OVA (2 eps)
Kowarekake no Orgel Special,Special (1 eps)
"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",TV (12 eps)
Meitantei Conan: Hannin no Hanzawa-san,TV (12 eps)
Mirai Keisatsu Urashiman,TV (50 eps)
Misaki no Mayoiga,Movie (1 eps)
Moshidora,TV (10 eps)
Naruto: Dai Katsugeki!! Yuki Hime Ninpouchou Dattebayo! - Konoha no Sato no Dai Undoukai,Special (1 eps)
No Guns Life,TV (12 eps)
Paradox Live the Animation,TV (12 eps)
"Ququ Bucai, Zaixia Yeguai",ONA (12 eps)
Ranma ½: Tendou-ke no Oyobidenai Yatsura!,Special (1 eps)
Jiu Tian Xuan Di Jue,ONA (40 eps)
Kakutou Bijin Wulong: Rebirth,TV (25 eps)
Kaze to Ki no Uta Sanctus: Sei Naru Kana,OVA (1 eps)
Koitabi: True Tours Nanto,TV Special (6 eps)
Koneko no Chi: Ponponra Daibouken,TV (51 eps)
Kurozuka,TV (12 eps)
Kyou no 5 no 2 Kagai Jugyou: Mizukake,Special (1 eps)
Lupin III: Hemingway Paper no Nazo,TV Special (1 eps)
Macross Flash Back 2012,OVA (1 eps)
Maple Town Monogatari,TV (52 eps)
Mato Seihei no Slave,TV (12 eps)
Musaigen no Phantom World,TV (13 eps)
Nian Wushuang,ONA (14 eps)
NieA Under 7,TV (13 eps)
Okinawa de Suki ni Natta Ko ga Hougen Sugite Tsurasugiru,TV (12 eps)
Osomatsu-san Movie: Zensetsu Gekijou,Movie (6 eps)
Overlord Movie: Ple Ple Pleiades,Movie (2 eps)
Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,Movie (1 eps)
Pretty Rhythm: Aurora Dream - Prism Shougekijou,Special (51 eps)
Project A-Ko,Movie (1 eps)
Qin Shi Mingyue: Junlin Tianxia,ONA (75 eps)
Reikenzan: Eichi e no Shikaku,TV (12 eps)
Renkin San-kyuu Magical? Pokaan Specials,Special (3 eps)
Shakugan no Shana-tan S,Special (4 eps)
Shi Fang Wu Sheng,ONA (16 eps)
Shouwa Monogatari,TV (13 eps)
Shutsugeki! Machine Robo Rescue,TV (53 eps)
Spriggan (ONA),ONA (6 eps)
Stella no Mahou,TV (12 eps)
