nome,eps
Suki tte Ii na yo.: Mei and Marshmallow,Special (10 eps)
Tenpou Ibun: Ayakashi Ayashi,TV (25 eps)
Toaru Kagaku no Railgun: Motto Marutto Railgun,Special (2 eps)
Uchi no Maid ga Uzasugiru!,TV (12 eps)
Uchuusen Sagittarius,TV (77 eps)
Unbelievable Space Love,ONA (10 eps)
Warau Salesman,TV (103 eps)
Wata no Kuni Hoshi,Movie (1 eps)
Xi Xing Ji,ONA (16 eps)
Zettai Muteki Raijin-Oh,TV (51 eps)
Zone of the Enders: 2167 Idolo,OVA (1 eps)
.hack//Roots,TV (26 eps)
Azur Lane: Queen's Orders,OVA (2 eps)
Battle Spirits: Saga Brave,ONA (3 eps)
Captain Tsubasa: Europe Daikessen,Movie (1 eps)
Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,Movie (1 eps)
D.C.II: Da Capo II,TV (13 eps)
Dog Days'',TV (12 eps)
Dominion,OVA (4 eps)
Dragon Quest: Yuusha Abel Densetsu,TV (43 eps)
Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,OVA (1 eps)
Girls & Panzer: Saishuushou Part 1 - Fushou Akiyama Yukari no Sensha Kouza,Special (1 eps)
Gokukoku no Brynhildr,TV (13 eps)
Guai Xiang Shou,ONA (8 eps)
Hakaba Kitarou,TV (11 eps)
Huyao Xiao Hongniang: Mu Tiancheng,ONA (12 eps)
Hypnosis Mic: Division Rap Battle - Rhyme Anima +,TV (13 eps)
Ikkyuu-san,TV (296 eps)
IS: Infinite Stratos 2 - Hitonatsu no Omoide,OVA (1 eps)
"""Bungaku Shoujo"" Kyou no Oyatsu: Hatsukoi",OVA (1 eps)
Anhe Zhuan Part 2,ONA (14 eps)
Binbou Shimai Monogatari,TV (10 eps)
Chang An San Wan Li,Movie (1 eps)
Chiisana Eiyuu: Kani to Tamago to Toumei Ningen,Movie (3 eps)
Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess,Movie (1 eps)
Daitoshokan no Hitsujikai,TV (12 eps)
Dog Days,TV (13 eps)
Dragon Half,OVA (2 eps)
Dream Festival! R,ONA (12 eps)
Futakoi Alternative,TV (13 eps)
Gekitou! Crush Gear Turbo,TV (68 eps)
Genji Monogatari Sennenki,TV (11 eps)
Girls & Panzer Heartful Tank Disc: Fushou Akiyama Yukari no Sensha Kouza,Special (1 eps)
Goal FH: Field Hunter,TV (39 eps)
Hanebado!,TV (13 eps)
Hi no Tori: Houou-hen,Movie (1 eps)
Iblard Jikan,OVA (1 eps)
IS: Infinite Stratos 2 - World Purge-hen,OVA (1 eps)
Jigoku Sensei Nube: Gozen 0 Ji Nube Shisu!,Movie (1 eps)
Kirakira☆Precure A La Mode Movie: Paritto! Omoide no Mille-Feuille!,Movie (1 eps)
Kodomo no Jikan Recap,OVA (1 eps)
Komada Jouryuusho e Youkoso,Movie (1 eps)
Koukaku Kidoutai: SAC_2045 Season 2,ONA (12 eps)
Kouya no Kotobuki Hikoutai,TV (12 eps)
Mahou no Yousei Persia,TV (48 eps)
Nande Koko ni Sensei ga!? Nande Koko ni Sensei-tachi ga!?,Special (1 eps)
Nijiyon Animation 2,TV (12 eps)
Nyani ga Nyandaa Nyandaa Kamen,TV (83 eps)
Overlord Movie: Manner Movie,Movie (1 eps)
Pop Pop City,ONA (1 eps)
Rayearth,OVA (3 eps)
Sakura Taisen,TV (25 eps)
Sasaki to Pii-chan,TV (12 eps)
Sengoku Basara: Judge End,TV (12 eps)
Shaonu Qianxian: Renxing Xiao Juchang 2,ONA (12 eps)
Shisha no Teikoku,Movie (1 eps)
Shu Tian Fu Mo Lu,ONA (16 eps)
Smile Precure!,TV (48 eps)
Suki demo Kirai na Amanojaku,Movie (1 eps)
Switch,OVA (2 eps)
Sword Art Online Movie: Ordinal Scale - Sword Art Offline,Special (1 eps)
Sword Art Online: Alicization - Recollection,TV Special (1 eps)
The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,Movie (1 eps)
Vampire Knight,TV (13 eps)
Wo Jia Da Shixiong You Dian Kaopu,ONA (13 eps)
Yama no Susume,TV (12 eps)
Yi Ren Zhi Xia 3: Rushi Pian,ONA (8 eps)
Shirobako Specials,Special (2 eps)
Sumomomo Momomo: Chijou Saikyou no Yome,TV (22 eps)
Tegamibachi: Omakebachi,Special (25 eps)
Toaru Kagaku no Railgun T: Motto Marutto Railgun,Special (2 eps)
Toaru Majutsu no Index III,TV (26 eps)
Wangu Xian Qiong,ONA (12 eps)
Xing Hai Qishi,ONA (7 eps)
Xing Wushen Jue 2nd Season,ONA (40 eps)
Yaku nara Mug Cup mo: Niban Gama,TV (12 eps)
Yuu☆Yuu☆Hakusho: Eizou Hakusho - Opening Ending Encyclopedia,Special (1 eps)
Zetman,TV (13 eps)
Ace wo Nerae! Final Stage,OVA (12 eps)
B-gata H-kei,TV (12 eps)
Baja no Studio: Baja no Mita Umi,OVA (1 eps)
Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,Movie (1 eps)
Clamp Gakuen Tanteidan,TV (26 eps)
Cobra The Animation: The Psycho-Gun,OVA (4 eps)
Cobra The Animation: Time Drive,OVA (2 eps)
Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,Movie (1 eps)
Cyborg 009 (TV),TV (26 eps)
Devil Survivor 2 The Animation,TV (13 eps)
Devils Line,TV (12 eps)
Digimon Frontier: Ornismon Fukkatsu!!,Movie (1 eps)
Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,Movie (1 eps)
Dual! Parallel Runrun Monogatari Special,Special (1 eps)
Hirune Hime: Shiranai Watashi no Monogatari,Movie (1 eps)
Hyakujuu-Ou GoLion,TV (52 eps)
Ichigo 100% OVA,OVA (4 eps)
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,TV (12 eps)
Jitsu wa Watashi wa,TV (13 eps)
Kanamemo,TV (13 eps)
Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,Special (1 eps)
Kimi to Boku,ONA (1 eps)
Kinnikuman: Kinnikusei Oui Soudatsu-hen,TV (46 eps)
Koi to Senkyo to Chocolate: Koi Imouto!,Special (1 eps)
Maison Ikkoku: Bangai-hen - Ikkokujima Nanpa Shimatsuki,OVA (1 eps)
Majimoji Rurumo,TV (12 eps)
Mecha-ude (TV),TV (12 eps)
Nezha Chuanqi,TV (52 eps)
One Piece Movie 03: Chinjuu-jima no Chopper Oukoku,Movie (1 eps)
Pokemon Crystal: Raikou Ikazuchi no Densetsu,TV Special (1 eps)
Pokonyan!,TV (170 eps)
Rilakkuma to Yuuenchi,ONA (8 eps)
Sakura Taisen: Gouka Kenran,OVA (6 eps)
Juubee-chan 2: Siberia Yagyuu no Gyakushuu,TV (13 eps)
Kantai Collection: KanColle,TV (12 eps)
Kiddy GiRL-AND,TV (24 eps)
Kinnikuman: Kanpeki Chоujin Shiso-hen,TV (11 eps)
Kobato.: Hajimete no Kobato.,Special (8 eps)
Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,TV (13 eps)
Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,TV (52 eps)
Lian Qi Lianle 3000 Nian,ONA (16 eps)
Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life,TV (12 eps)
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,TV (13 eps)
Matsugae wo Musubi,Movie (1 eps)
Mayonaka no Occult Koumuin: Fukurokouji to Ano Ko to Ore to,OVA (1 eps)
Micchiri Neko,TV (39 eps)
Mokke Specials,Special (2 eps)
Mugen no Juunin,TV (13 eps)
Nakanohito Genome [Jikkyouchuu]: Knots of Memories,OVA (1 eps)
Omamori Himari,TV (12 eps)
Overlord: Ple Ple Pleiades 2,ONA (13 eps)
Pokemon: Pikachu no Natsuyasumi,Movie (1 eps)
Queen Emeraldas,OVA (4 eps)
Ryuuou no Oshigoto!,TV (12 eps)
Saikyou Bushouden: Sangoku Engi,TV (52 eps)
Sakamoto desu ga? Sakamoto deshita?,Special (1 eps)
Senkou no Night Raid,TV (13 eps)
Shin Angyo Onshi,Movie (1 eps)
Sinbi Apartment: Ghost Ball Bimil,TV (24 eps)
Stratos 4 Advance Kanketsu-hen,OVA (2 eps)
Sword Art Online: Full Dive - Opening Eizou,Movie (1 eps)
To Heart 2 OVA,OVA (3 eps)
Touken Ranbu: Hanamaru,TV (12 eps)
Yi Ren Zhi Xia,TV (12 eps)
Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,Movie (1 eps)
Ze Tian Ji,ONA (13 eps)
Akkun to Kanojo,TV (25 eps)
Anime 80-nichikan Sekai Isshuu,TV (26 eps)
Bakutou Sengen Daigunder,TV (39 eps)
Binan Koukou Chikyuu Bouei-bu LOVE!,TV (12 eps)
Binan Koukou Chikyuu Bouei-bu LOVE! LOVE! LOVE!,OVA (1 eps)
Boku no Hero Academia (ONA),ONA (2 eps)
Boku to Roboko,TV (28 eps)
Cardfight!! Vanguard: Divinez Deluxe-hen,TV (? eps)
Chikyuugai Shounen Shoujo,ONA (6 eps)
Chou Robot Seimeitai Transformers Micron Densetsu,TV (52 eps)
City Hunter: Ryou no Propose,OVA (1 eps)
Code Geass: Hangyaku no Lelouch - Kiseki no Birthday,Special (1 eps)
Dagashi Kashi 2,TV (12 eps)
Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!,Special (1 eps)
Fate/stay night TV Reproduction,OVA (2 eps)
Fumetsu no Anata e: Fushi no Tabiji,TV Special (1 eps)
Geu Yeoreum,ONA (7 eps)
IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,OVA (1 eps)
ACCA: 13-ku Kansatsu-ka Specials,Special (6 eps)
Aoi Blink,TV (39 eps)
Azur Lane: Bisoku Zenshin! Hokorashiki Bokou ni Shukusai wo,Special (1 eps)
Bem Movie: Become Human,Movie (1 eps)
Captain Tsubasa: Saikyou no Teki! Holland Youth,OVA (1 eps)
Chihayafuru 3: Ima Hitotabi no,TV Special (1 eps)
Choujigen Game Neptune: Hi☆Light,Special (2 eps)
Delico's Nursery,TV (13 eps)
Di Gi Charat,TV (16 eps)
Double Decker! Doug & Kirill,TV (13 eps)
Dragon Ball Movie 3: Makafushigi Daibouken,Movie (1 eps)
Fate/kaleid liner Prisma☆Illya 2wei! Specials,Special (5 eps)
Ged Senki,Movie (1 eps)
Gi(a)rlish Number,TV (12 eps)
Grappler Baki,OVA (1 eps)
Gundam: G no Reconguista Movie IV - Gekitou ni Sakebu Ai,Movie (1 eps)
Hakaima Sadamitsu,TV (10 eps)
Heroman,TV (26 eps)
Home!,ONA (1 eps)
Hypnosis Mic: Division Rap Battle - Rhyme Anima,TV (13 eps)
Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,Special (1 eps)
Inazuma Eleven: Outer Code,ONA (6 eps)
Isshuukan Friends. Specials,Special (12 eps)
Jewelpet Happiness,TV (52 eps)
Juushin Enbu: Hero Tales,TV (26 eps)
Kawaisugi Crisis,TV (12 eps)
Kimi no Iru Machi,TV (12 eps)
Kingdom Hearts χ Back Cover,OVA (1 eps)
Kurokami: Tora to Tsubasa,Special (1 eps)
Mahoujin Guruguru Movie,Movie (1 eps)
Nijiyon Animation,TV (12 eps)
Nitian Xie Shen,ONA (94 eps)
Nobunaga no Shinobi: Nobunaga to Minarai Shinobi,Special (1 eps)
"Okoshiyasu, Chitose-chan",TV (24 eps)
One Piece: Densetsu no Log! Akagami no Shanks!,TV Special (1 eps)
Overlord: Ple Ple Pleiades 3,ONA (13 eps)
PriPara Movie: Mi~nna Atsumare! Prism☆Tours,Movie (1 eps)
Senkou no Night Raid Specials,Special (3 eps)
Synduality: Noir,TV (12 eps)
Taiyou no Mokushiroku: A Spirit of the Sun,TV Special (2 eps)
Tentai Kansoku,ONA (1 eps)
To Heart 2 AD,OVA (2 eps)
Touch: Cross Road - Kaze no Yukue,TV Special (1 eps)
Umayuru,ONA (24 eps)
Weiß Kreuz OVA,OVA (2 eps)
Xiao Mo Tou Baolu La! 2,ONA (13 eps)
Yaoguai Mingdan,ONA (18 eps)
Zombie-Loan,TV (11 eps)
Zuori Qing Kong,Movie (1 eps)
Shuumatsu no Walküre,ONA (12 eps)
Sorairo Utility (TV),TV (12 eps)
Strait Jacket,OVA (3 eps)
Taimadou Gakuen 35 Shiken Shoutai,TV (12 eps)
Takano Kousaten,Movie (1 eps)
"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari",Special (1 eps)
Tennis no Oujisama: Oshougatsu Special,Special (1 eps)
Tensei shitara Slime Datta Ken: Kanwa - Hinata Sakaguchi,TV Special (1 eps)
Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,OVA (1 eps)
UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,OVA (2 eps)
UFO Princess Valkyrie: Shichiten Battou Hanayome Shuugyou,Special (1 eps)
Yeon-aejehanguyeog,ONA (10 eps)
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,TV (12 eps)
100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,TV (12 eps)
Armitage III: Dual-Matrix,Movie (1 eps)
Atom: The Beginning,TV (12 eps)
Beatless Final Stage,TV (4 eps)
Beyblade X,TV (? eps)
Crayon Shin-chan Gaiden: Kazokuzure Ookami,ONA (13 eps)
Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,Movie (1 eps)
Dai Mahou Touge Omake,Special (4 eps)
Fullmetal Alchemist: The Sacred Star of Milos Specials,ONA (4 eps)
Gakusen Toshi Asterisk,TV (12 eps)
Galaxy Angel Specials,Special (2 eps)
gdgd Fairies,TV (12 eps)
Gegege no Kitarou (1996),TV (114 eps)
Great Pretender: Razbliuto,ONA (4 eps)
Happiness Charge Precure!,TV (49 eps)
Hetalia World★Stars Specials,Special (3 eps)
Hibike! Euphonium 2 Specials,Special (7 eps)
Honoo no Mirage: Minagiwa no Hangyakusha,OVA (3 eps)
I''s Pure,OVA (6 eps)
Ichigo 100% Special 2,Special (1 eps)
Isshuukan Friends. Tomodachi to no Omoide,Special (1 eps)
Jewelpet,TV (52 eps)
Kami-tachi ni Hirowareta Otoko 2nd Season,TV (12 eps)
Kamisama ni Natta Hi,TV (12 eps)
Kannazuki no Miko,TV (12 eps)
Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,TV (12 eps)
Koufuku Graffiti,TV (12 eps)
Kure-nai OVA,OVA (2 eps)
Lupin III: Goodbye Partner,TV Special (1 eps)
Macross Dynamite 7,OVA (4 eps)
Madougushi Dahliya wa Utsumukanai,TV (12 eps)
Mahou no Star Magical Emi,TV (38 eps)
Midori no Makibao,TV (61 eps)
Musaigen no Phantom World: Mizutama no Kiseki,Special (1 eps)
Ni Zai Xing Guang Shen Chu,ONA (12 eps)
Ojamajo Doremi OVA,OVA (3 eps)
Onegai☆Twins,TV (12 eps)
Ookami Shoujo to Kuro Ouji Recap,TV Special (1 eps)
PopoloCrois,TV (26 eps)
Recorder to Randoseru Re♪,TV (13 eps)
s.CRY.ed Alteration II: Quan,Movie (1 eps)
Jigoku Sensei Nube: Kyoufu no Natsuyasumi!! Ayashi no Umi no Densetsu!,Movie (1 eps)
"Kamen no Maid Guy: Ano Natsu, Ichiban Yutaka na Chichi.",OVA (1 eps)
Kiss x Sis,OVA (12 eps)
Kyouryuu Boukenki Jura Tripper,TV (39 eps)
Lupin III: Bye Bye Liberty - Kiki Ippatsu!,TV Special (1 eps)
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden Final Season - Asaki Yume no Akatsuki,TV Special (4 eps)
Monster Farm: Enbanseki no Himitsu,TV (48 eps)
Nagagutsu wo Haita Neko: 80-nichikan Sekai Isshuu,Movie (1 eps)
No Game No Life: Zero - Manner Movie,Movie (1 eps)
Pokemon Movie 09: Pokemon Ranger to Umi no Ouji Manaphy,Movie (1 eps)
Pokemon XY: Sora no Hahen,Movie (1 eps)
"Ququ Bucai, Zaixia Yeguai 2nd Season",ONA (16 eps)
Ranma ½: DoCo Music Video,OVA (1 eps)
Rockman.EXE Beast+,TV (26 eps)
Saint Seiya: Jashin Eris,Movie (1 eps)
Sansha Sanyou Specials,Special (3 eps)
Shadowverse Flame: Seven Shadows-hen,TV (25 eps)
Shingetsutan Tsukihime,TV (12 eps)
Shinkansen Henkei Robo Shinkalion The Animation,TV (76 eps)
Shinmai Maou no Testament Burst,TV (10 eps)
Toji no Miko,TV (24 eps)
Totsuzen! Neko no Kuni Banipal Witt,Movie (1 eps)
Tsubasa to Hotaru,Special (1 eps)
Tytania,TV (26 eps)
Xie Wang Zhui Qi,ONA (13 eps)
Xing Hai Qishi: Xia Ban Ji,ONA (7 eps)
Yuu☆Yuu☆Hakusho (Movie),Movie (1 eps)
Zhen Yang Wushen,ONA (14 eps)
22/7,TV (12 eps)
4-ju Aein,ONA (10 eps)
Aishen Qiaokeli-ing...,ONA (15 eps)
Aishite Knight,TV (42 eps)
Bakuten Shoot Beyblade,TV (51 eps)
Black★Rock Shooter (TV),TV (8 eps)
Cardfight!! Vanguard: Asia Circuit-hen,TV (39 eps)
Delicious Party♡Precure Movie: Yume Miru Oko-sama Lunch!,Movie (1 eps)
Dr. Rin ni Kiitemite!,TV (51 eps)
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,Movie (1 eps)
Dragon Quest: Your Story,Movie (1 eps)
Engage Kiss,TV (13 eps)
Eromanga-sensei OVA,OVA (2 eps)
Fantascope: Tylostoma,OVA (1 eps)
Free! Movie 2: Timeless Medley - Yakusoku: Character Butai Aisatsu,Movie (4 eps)
Fushigi Yuugi: Eikouden,OVA (4 eps)
Future Card Buddyfight Battsu: All-Star Fight,TV (8 eps)
Gintama on Theater 2D: Kintama-hen,Movie (1 eps)
Girls & Panzer: Nihon Senshadou Renmei News,Special (2 eps)
Golgo 13,Movie (1 eps)
Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi,Special (1 eps)
30th Gundam Perfect Mission,OVA (1 eps)
Araiguma Rascal,TV (52 eps)
Bakuretsu Tenshi,TV (24 eps)
Brave Witches,TV (12 eps)
"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",OVA (1 eps)
Cardfight!! Vanguard Movie: Neon Messiah,Movie (1 eps)
CB Chara Go Nagai World,OVA (3 eps)
Cossette no Shouzou,OVA (3 eps)
Cue!,TV (24 eps)
DearS: Kin no Tama desu no?,Special (1 eps)
Dorami & Doraemons: Robot School's Seven Mysteries,Movie (1 eps)
Etotama,TV (12 eps)
Freezing,TV (12 eps)
Gaikotsu Shotenin Honda-san OVA,OVA (1 eps)
Garden of Remembrance,Movie (1 eps)
Hidan no Aria,TV (12 eps)
Hinako Note,TV (12 eps)
Honoo no Alpenrose: Judy & Randy,TV (20 eps)
Inazuma Eleven Go Specials,TV Special (2 eps)
Jiu Chen Fengyun Lu,ONA (40 eps)
"Kanojo, Okarishimasu 2nd Season",TV (12 eps)
Kishin Taisen Gigantic Formula,TV (26 eps)
Koko wa Green Wood,OVA (6 eps)
Kyouki Sanmyaku: Naked Peak,Movie (1 eps)
Lamune,TV (12 eps)
Mashin Eiyuuden Wataru 2,TV (46 eps)
Mecha-ude,ONA (1 eps)
Monkey Punch: Manga Katsudou Daishashin,TV (12 eps)
Naruto: The Cross Roads,Special (1 eps)
Neo Angelique Abyss,TV (13 eps)
Net Ghost Pipopa,TV (51 eps)
Peter Pan no Bouken,TV (41 eps)
Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation,ONA (1 eps)
Pupipo!,TV (15 eps)
Senjou no Valkyria: SenVal Theater,Special (9 eps)
Shen Wu Tianzun (2024),ONA (24 eps)
Shinkyoku Soukai Polyphonica,TV (12 eps)
Shinmai Maou no Testament Burst Specials,Special (5 eps)
Tenshi ni Narumon!,TV (26 eps)
Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,OVA (1 eps)
Wanwan Sanjuushi,TV (26 eps)
Witch Craft Works: Takamiya-kun to Imouto no Warudakumi,OVA (1 eps)
Youkai Watch: Shadow Side,TV (49 eps)
Yozakura Quartet,TV (12 eps)
Yu☆Gi☆Oh! The Dark Side of Dimensions Special: Eien no Rival - Yuugi to Kaiba!,Special (1 eps)
Sasuke,TV (29 eps)
Shelter,Movie (1 eps)
Shin Koihime†Musou,TV (12 eps)
Shin Tennis no Oujisama: U-17 World Cup,TV (13 eps)
Shinpi no Sekai El-Hazard Season 2,OVA (4 eps)
Silent Möbius,TV (26 eps)
SK∞: Crazy Rock Jam,TV Special (1 eps)
Stratos 4 Advance,OVA (6 eps)
Super Robot Taisen OG: Divine Wars,TV (25 eps)
Tasokare Hotel,TV (12 eps)
Tensei shitara Slime Datta Ken: Kanwa - Veldora Nikki,TV Special (1 eps)
Vandread: Taidou-hen,OVA (1 eps)
Venus Senki,Movie (1 eps)
Working'!! Announcement Specials,ONA (2 eps)
Wuxian Shaonu 48,ONA (12 eps)
Yoshinaga-sanchi no Gargoyle,TV (13 eps)
Alps Monogatari: Watashi no Annette,TV (48 eps)
Attack No.1,TV (104 eps)
Bio Sekai Meisaku Gekijou,ONA (3 eps)
Boku no Tsuma wa Kanjou ga Nai,TV (12 eps)
Chikyuu Shoujo Arjuna,TV (13 eps)
Code:Realize - Sousei no Himegimi - Set a Thief to Catch a Thief,OVA (1 eps)
Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen,Movie (1 eps)
Dash! Yonkurou,TV (25 eps)
Dear Boys,TV (26 eps)
Dekoboko Majo no Oyako Jijou,TV (12 eps)
Dragonaut: The Resonance - Kotou - Tozasareta Kyousou,Special (1 eps)
Dubu Wangu 2nd Season,ONA (156 eps)
Futari wa Precure: Max Heart Movie 1,Movie (1 eps)
Gegege no Kitarou (1968),TV (65 eps)
Hanasakeru Seishounen Recaps,TV Special (3 eps)
Huyao Xiao Hongniang: Yue Hong 2,ONA (1 eps)
Ijigen no Sekai El-Hazard,TV (13 eps)
Isekai de Mofumofu Nadenade suru Tame ni Ganbattemasu.,TV (12 eps)
Kaii to Otome to Kamikakushi,TV (12 eps)
Kaiju Yi Zuo Shan,ONA (12 eps)
Kemono no Souja Erin Recap,TV Special (10 eps)
Kitaku-bu Katsudou Kiroku,TV (12 eps)
Kogepan,TV (10 eps)
"Kono Danshi, Sekka ni Nayandemasu.",OVA (1 eps)
Koukou Butouden Crows,OVA (2 eps)
Kousoku Denjin Albegus,TV (45 eps)
Kuro no Su: Chronus,Movie (1 eps)
Macross 7 Plus,Special (11 eps)
Macross Δ Movie: Gekijou no Walküre,Movie (1 eps)
Mahou Sensei Negima! Movie: Anime Final,Movie (1 eps)
Manga Sarutobi Sasuke,TV (24 eps)
Marulk-chan no Nichijou,Movie (4 eps)
Meiken Jolie,TV (52 eps)
Mijikamon,ONA (12 eps)
Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,OVA (1 eps)
No Game No Life Specials,Special (6 eps)
Ochikobore Fruit Tart,TV (12 eps)
One Piece: Long Ring Long Land-hen,TV Special (1 eps)
Osomatsu-kun (1988),TV (86 eps)
Otome wa Boku ni Koishiteru: Futari no Elder The Animation,OVA (3 eps)
Pokemon: Pikachu to Eevee Friends,Movie (1 eps)
Jian Yu Feng Yun 2nd Season,ONA (52 eps)
Jibi Eopseo,ONA (8 eps)
Jing: Shuang Cheng,ONA (18 eps)
Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita,OVA (1 eps)
Kikaider 01 The Animation,OVA (4 eps)
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Jump Festa Special,Special (1 eps)
Kumo no You ni Kaze no You ni,TV Special (1 eps)
Magical☆Star Kanon 100%,OVA (1 eps)
Majutsushi Orphen: Revenge,TV (23 eps)
Mao Zhi Ming,ONA (12 eps)
"Maoyuu Maou Yuusha: Kono Monogatari wa, Niku dake de wa Nai no ja!",TV Special (1 eps)
Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,Special (1 eps)
Natsu-iro Kiseki: 15-kaime no Natsuyasumi,OVA (1 eps)
Ojamajo Doremi: Honobono Gekijou,OVA (5 eps)
One Piece 3D: Gekisou! Trap Coaster,Movie (1 eps)
Pretty All Friends Selection,TV (16 eps)
Quanzhi Fashi II,ONA (12 eps)
Re-Kan!,TV (13 eps)
Ro-Kyu-Bu!,TV (12 eps)
Saint Seiya: Saishuu Seisen no Senshi-tachi,Movie (1 eps)
Shi Cao Lao Long Bei Guan Yi E Long Zhi Ming 2nd Season,ONA (12 eps)
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd",TV (12 eps)
Shokei Shoujo no Virgin Road,TV (12 eps)
Shuumatsu no Izetta,TV (12 eps)
Sora no Method,TV (13 eps)
SSSS.Dynazenon Movie,Movie (1 eps)
Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,TV (12 eps)
Taigu Xing Shen Jue,ONA (40 eps)
Tales of Phantasia The Animation,OVA (4 eps)
Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,Special (5 eps)
The Kabocha Wine,TV (95 eps)
Urusei Yatsura Movie 6: Itsudatte My Darling,Movie (1 eps)
Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,OVA (1 eps)
Vassalord.,OVA (1 eps)
Viewtiful Joe,TV (51 eps)
X OVA,OVA (1 eps)
Xiyou Ji: Zai Shi Yao Wang,Movie (1 eps)
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA,OVA (1 eps)
Zhen Dao Ge,ONA (12 eps)
Alien 9,OVA (4 eps)
Bananya,TV (13 eps)
Black Lagoon Omake,Special (7 eps)
Blood-C: Special Edition,Special (2 eps)
Blue Seed Omake,Special (14 eps)
Blue Thermal,Movie (1 eps)
Boukensha ni Naritai to Miyako ni Deteitta Musume ga S-Rank ni Natteta,TV (13 eps)
Buzzer Beater 2nd Season,TV (13 eps)
Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,ONA (7 eps)
Candy☆Boy: Side Story For Archive,ONA (1 eps)
Captain Tsubasa: Ayaushi! Zen Nihon Jr.,Movie (1 eps)
Changye Kaita Zhe,ONA (16 eps)
Chibi Godzilla no Gyakushuu,TV (13 eps)
Chuubyou Gekihatsu Boy,TV (11 eps)
Deatte 5-byou de Battle,TV (12 eps)
Digimon Adventure 02: The Beginning,Movie (1 eps)
Digimon Adventure: 20-shuunen Memorial Story,ONA (5 eps)
Dirty Pair: Bouryaku no 005-bin,OVA (1 eps)
Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,Movie (1 eps)
F,TV (31 eps)
Fireball Charming,TV (13 eps)
Gaishi Dizun,ONA (52 eps)
Garo: Honoo no Kokuin - Home,Special (1 eps)
Grimm Kumikyoku,ONA (6 eps)
Gundam Build Fighters Try: Island Wars,TV Special (1 eps)
Gundam Build Fighters: Battlogue,ONA (5 eps)
Happy Sugar Life,TV (12 eps)
Happy☆Lesson Advance,TV (13 eps)
Happy☆Lesson The Final,OVA (3 eps)
Hibike! Wadaiko,OVA (1 eps)
Imanara Maniau! Log Horizon,TV Special (1 eps)
Innocent Venus,TV (12 eps)
1000-nen Joou: Queen Millennia,Movie (1 eps)
Aoki Ryuusei SPT Layzner OVA,OVA (3 eps)
Argento Soma,TV (25 eps)
